index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
https://www.stern.de/gesellschaft/regional/rheinland-pfalz-saarland/umwelt--imker-in-rheinland-pfalz-trotz-kuehlen-fruehlings-guter-dinge-33425460.html,https://www.stern.de/gesellschaft/regional/rheinland-pfalz-saarland/umwelt--imker-in-rheinland-pfalz-trotz-kuehlen-fruehlings-guter-dinge-33425460.html,0,www.stern.de,Umwelt: Imker in Rheinland-Pfalz trotz kühlen Frühlings guter Dinge,"Trotz des bislang eher kühlen Frühlings ist der Imkerverband Rheinland-Pfalz mit Blick auf die Honigernte guter Dinge. ""Ein Frühjahr, das sich so extrem zieht wie dieses, ist schwierig"", sagte Thomas Hock, Vorsitzender des Imkerverbands Rheinland-Pfalz, der D…",https://image.stern.de/33425462/t/wq/v1/w1440/r1.7778/-/01--urnnewsmldpacom2009010123050199514458v2w800h600l88t419r1213b1218jpeg---aece572954fddb54.jpg,2023-05-01T07:06:58Z,,"Trotz des bislang eher kühlen Frühlings ist der Imkerverband Rheinland-Pfalz mit Blick auf die Honigernte guter Dinge. ""Ein Frühjahr, das sich so extrem zieht wie dieses, ist schwierig"", sagte Thomas… [+2246 chars]",,de,'Frühling'
https://www.focus.de/panorama/wetter-aktuell/wetter-in-deutschland-im-ticker-sonne-hier-gewitter-dort-wetter-mix-am-1-mai_id_54933749.html,https://www.focus.de/panorama/wetter-aktuell/wetter-in-deutschland-im-ticker-sonne-hier-gewitter-dort-wetter-mix-am-1-mai_id_54933749.html,0,www.focus.de,"Wetterlage im Ticker - Sonne hier, Gewitter dort - Wetter-Mix am 1. Mai","Alles neu macht der Mai - ganz so ist es in diesem Jahr nicht. Der 1. Mai zeigt sich wechselhaft. Während der Norden Sonne genießen kann, wird es in der Südhälfte regnerisch. Die News im Wetter-Ticker.",https://p6.focus.de/img/regional/sachsen-anhalt/id_191504035/eine-passantin-geht-bei-regen-durch-die-stadt..jpg?im=Crop%3D%280%2C170%2C2048%2C1024%29%3BResize%3D%281200%2C627%29&hash=3a68d2a9ef0186cc2b6fbc7b7d6102b5761d1290b755a7f635db0d65266a038e,2023-05-01T07:28:07Z,,"Alles neu macht der Mai - ganz so ist es in diesem Jahr nicht. Der 1. Mai zeigt sich wechselhaft. Während der Norden Sonne genießen kann, wird es in der Südhälfte regnerisch. Die News im Wetter-Ticke… [+12262 chars]",,de,'Gewitter'
https://www.sueddeutsche.de/panorama/lodernde-flammen-im-harz-tausende-feiern-walpurgisnacht-1.5831929,https://www.sueddeutsche.de/panorama/lodernde-flammen-im-harz-tausende-feiern-walpurgisnacht-1.5831929,0,www.sueddeutsche.de,: Lodernde Flammen im Harz: Tausende feiern Walpurgisnacht,Das traditionelle Fest der Walpurgisnacht hat zum 1. Mai wieder Tausende Menschen in den Harz gelockt. Friedlich wurde der Winter verabschiedet und der Frühling begrüßt.,https://www.sueddeutsche.de/image/sz.1.5831930/1200x675?v=1682929136000,2023-05-01T08:18:56Z,,"1. Mai 2023, 08:18
 "",""authorTextHtml"":""Direkt aus dem dpa-Videokanal"",""mainTheme"":""Video"",""durationInSeconds"":""00:49"",""tags"":[""Video""],""autoListing"":true,""seoData"":{""seoTitle"":"""",""seoDescription"":""… [+8314 chars]",,de,'Frühling'
https://www.sueddeutsche.de/panorama/lange-erwartet-endlich-da-das-deutschlandticket-startet-1.5832147,https://www.sueddeutsche.de/panorama/lange-erwartet-endlich-da-das-deutschlandticket-startet-1.5832147,0,www.sueddeutsche.de,": Lange erwartet, endlich da: das Deutschlandticket startet",Auf den Erfolg des 9-Euro-Tickets im Sommer folgte schnell der Ruf nach eine Nachfolgelösung. Nach langen Verhandlungen zwischen Bund und Ländern gilt nun seit Montag das Deutschlandticket. Doch reicht das für den dauerhaften Umstieg auf Busse und Bahnen?,https://www.sueddeutsche.de/image/sz.1.5832148/1200x675?v=1682936680000,2023-05-01T10:24:40Z,,"1. Mai 2023, 10:24
 "",""authorTextHtml"":""Direkt aus dem dpa-Videokanal"",""mainTheme"":""Video"",""durationInSeconds"":""01:43"",""tags"":[""Video""],""autoListing"":true,""seoData"":{""seoTitle"":"""",""seoDescription"":""… [+8126 chars]",,de,'Sommer'
https://vorarlberg.orf.at/stories/3203284/,https://vorarlberg.orf.at/stories/3203284/,0,vorarlberg.orf.at,Maibaum: Frühlingstradition mit mystischem Touch,"Am 1. Mai ist es wieder so weit, auf manchen Vorarlberger Gemeindeplätzen wird ein Maibaum aufgestellt. Er geht auf eine jahrhundertealte Tradition zurück und gilt als Symbol des Frühlings und der Fruchtbarkeit. Aber er hat auch einen mystischen Hintergrund. …",https://ibs.orf.at/vbg?image=https%3A%2F%2Foekastatic.orf.at%2Fmims%2F2023%2F16%2F09%2Fcrops%2Fw%3D1200%2Ch%3D627%2Cq%3D75%2F1754179_master_650609_maibaum1.jpeg%3Fs%3D7e1ffe019b29cbaead90fb71b012c42d03b5dacb,2023-05-01T11:00:42Z,,"Die Tradition des Maibaums kommt aus dem süddeutschen Raum und ist auch in Österreich weit verbreitet. In Vorarlberg ist die Tradition aber weniger bekannt, wie im Rest Österreichs, erklärt Matthias … [+1894 chars]",,de,'Frühling'
https://www.faz.net/aktuell/rhein-main/region-und-hessen/bienen-durch-kuehle-temperaturen-im-fruehling-beeintraechtigt-18860328.html,https://www.faz.net/aktuell/rhein-main/region-und-hessen/bienen-durch-kuehle-temperaturen-im-fruehling-beeintraechtigt-18860328.html,0,www.faz.net,Kühler Frühling: Bienen durch kalte Temperaturen beeinträchtigt,"Der kühle Frühling macht auch den Bienen zu schaffen: Kalte Temperaturen und schlechtes Wetter könnten dazu führen, dass in diesem Frühjahr weniger Honig geerntet wird.",https://media0.faz.net/ppmedia/aktuell/4017076664/1.8860410/facebook_teaser/fliegen-erst-ab-einer.jpg,2023-05-01T11:05:12Z,,"Das kühle Frühlingswetter macht auch den Bienen zu schaffen. Sie sind jetzt in einer Phase, in der sie unheimlich viel Nektar und Pollen für ihre Eigenversorgung und die Brut brauchen, sagte der Vors… [+1335 chars]",,de,'Ernte'
https://www.bild.de/news/wetter/wetter/wetter-absturz-bodenfrost-am-mittwoch-geht-der-kuehlschrank-auf-83754306.bild.html,https://www.bild.de/news/wetter/wetter/wetter-absturz-bodenfrost-am-mittwoch-geht-der-kuehlschrank-auf-83754306.bild.html,0,www.bild.de,"Temperatur-Absturz, Bodenfrost! - Am Mittwoch geht der Kühlschrank auf","Mal Sonne, mal Wolken und immer wieder Regen. Irgendwie steckt der Frühling immer noch in den Startlöchern. Klimatologe Dr. Karsten Brandt von Donnerwett...","https://images.bild.de/644f86ea8fcb7d1ecc8bd676/8bcb8dbd32cf4a9e9d8da07debf6b652,a6b633f2?w=1280",2023-05-01T11:07:22Z,http://archive.md/20230501162840/https://www.bild.de/news/wetter/wetter/wetter-absturz-bodenfrost-am-mittwoch-geht-der-kuehlschrank-auf-83754306.bild.html,"Mal Sonne, mal Wolken und immer wieder Regen. Irgendwie steckt der Frühling immer noch in den Startlöchern.
Klimatologe Dr. Karsten Brandt von Donnerwetter.de zu BILD: Es ist, als hätte jemand die K… [+1783 chars]",,de,'Frühling'
https://taz.de/1-Mai-und-Gewerkschaften/!5927766/,https://taz.de/1-Mai-und-Gewerkschaften/!5927766/,0,taz.de,1. Mai und Gewerkschaften: Neuer Frühling,Beschäftigte in Europa wehren sich gegen niedrige Löhne und steigende Lebenshaltungskosten. Aber für die Gewerkschaften bleibt noch viel zu tun.,https://taz.de/picture/6234847/948/Erster-Mai-Arbeiterkampf-Tag-Arbeit-1.jpeg,2023-05-01T11:28:00Z,,"Beschäftigte in Europa wehren sich gegen niedrige Löhne und steigende Lebenshaltungskosten. Aber für die Gewerkschaften bleibt noch viel zu tun.
Traditionsbewusst mit roter Nelke zur Maikundgebung F… [+5785 chars]",,de,'Frühling'
https://www.sueddeutsche.de/panorama/fruehlingssonne-pur-hoch-sigrun-kuendigt-sich-an-1.5832522,https://www.sueddeutsche.de/panorama/fruehlingssonne-pur-hoch-sigrun-kuendigt-sich-an-1.5832522,0,www.sueddeutsche.de,: Frühlingssonne pur: Hoch Sigrun kündigt sich an,Nach dem nass-kalten Wetter der letzten Tage hoffen viele auf den Frühling. Und der Deutsche Wetterdienst (DWD) macht Hoffnung. Er kündigt wieder mehr Frühlingssonne an.,https://www.sueddeutsche.de/image/sz.1.5832523/1200x675?v=1682947822000,2023-05-01T13:30:22Z,,"1. Mai 2023, 13:30
 "",""authorTextHtml"":""Direkt aus dem dpa-Videokanal"",""mainTheme"":""Video"",""durationInSeconds"":""00:44"",""tags"":[""Video""],""autoListing"":true,""seoData"":{""seoTitle"":"""",""seoDescription"":""… [+7959 chars]",,de,'Frühling'
https://www.welt.de/debatte/kommentare/article245096854/Tschechiens-Botschafter-Nicht-nur-Merkel-hat-Putin-falsch-eingeschaetzt.html,https://www.welt.de/debatte/kommentare/article245096854/Tschechiens-Botschafter-Nicht-nur-Merkel-hat-Putin-falsch-eingeschaetzt.html,0,www.welt.de,Nicht nur Merkel hat Putin falsch eingeschätzt,"Der gesamte Westen muss sich fragen: Wie konnten wir so schwach werden, dass Putin glaubte, freie Hand zu haben? Es war ja nicht nur Angela Merkel, die die Gefahr aus Moskau unterschätzt hat, schreibt Tschechiens Botschafter in Berlin.",https://img.welt.de/img/debatte/kommentare/mobile245096850/3251352217-ci16x9-w1200/ARCHIVFOTO-Alt-Bundeskanzlerin-Angela-Merkel-und-Wladimir-PUTIN.jpg,2023-05-01T13:51:39Z,,"Die Verleihung des höchsten deutschen Verdienstordens an die ehemalige Bundeskanzlerin Angela Merkel hat unlängst vor allem in Deutschland einige Polemiken ausgelöst. Primär ging es darum, ob man ihr… [+4231 chars]",,de,'Frühling'
