index,published,keyword,domain,language,valid,title,description,url,image,archive,content,quote,de,en,la,added
0cb6511e15083700d14fe21db48bf114,2026-06-02T13:04:50Z,'Winterdienst',www.stern.de,de,0.9,Straßendienst: Winterdienst kostete das Land 19 Millionen Euro,Kiel (lno) - Rund 19 Millionen Euro hat der Landesbetrieb für Straßenbau und Verkehr (LBV) im Winter für rutschfeste Straßen und Radwege ausgegeben - mehr,https://www.stern.de/gesellschaft/regional/hamburg-schleswig-holstein/strassendienst--winterdienst-kostete-das-land-19-millionen-euro-37482100.html,https://image.stern.de/37482102/t/ju/v1/w1440/r1.7778/-/02--dvaa5f2zn7v4axs2048jpeg---645e9fbdc520613d.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Der Winterdienst kostete in Schleswig-Holstein zuletzt mehr als doppelt so viel. Das hat mehrere Gründe.
Rund 19 Millionen Euro hat der Landesbe… [+1482 chars]",,Straßendienst: Winterdienst kostete das Land 19 Millionen Euro. Kiel (lno) - Rund 19 Millionen Euro hat der Landesbetrieb für Straßenbau und Verkehr (LBV) im Winter für rutschfeste Straßen und Radwege ausgegeben - mehr,Road service: Winter service cost the country 19 million euros. Kiel (lno) - The State Office for Road Construction and Transport (LBV) spent around 19 million euros on non-slip roads and cycle paths in the winter - more,Via muneris: ministerium hiemale rustico constat 19 decies centena milia nummi. Kiel (lno) - Officium Civitatis pro Road Constructione et Transport (LBV) circa XIX decies centena milia nummi versata in viis praeterlapsis et cyclis viae hiemalibus - more,2026-06-03 22:07:54+00:00
55bff2739aadb13fa0639396bf469285,2026-06-03T12:17:49Z,'Kaltfront',www.diepresse.com,de,0.9,Bis zu 29 Grad am Wochenende: Wetter bringt Frühsommer mit Unterbrechungen,"Am Freitag zieht eine Kaltfront über Österreich hinweg, am Wochenende wird viel Sonnenschein erwartet.",https://www.diepresse.com/28013461/bis-zu-29-grad-am-wochenende-wetter-bringt-fruehsommer-mit,https://img.diepresse.com/public/incoming/hlvtwx-kein-titel/alternates/WEBP_WIDE_1200/kein%20Titel,http://web.archive.org/web/20260604032926/https://www.diepresse.com/28013461/bis-zu-29-grad-am-wochenende-wetter-bringt-fruehsommer-mit,Nach einem frühsommerlichen Donnerstag bringt eine Kaltfront am Freitag vorübergehend kühlere Luft und etwas Regen nach Österreich. Die Abkühlung fällt jedoch nur kurz aus: Bereits am Wochenende kehr… [+2416 chars],,"Bis zu 29 Grad am Wochenende: Wetter bringt Frühsommer mit Unterbrechungen. Am Freitag zieht eine Kaltfront über Österreich hinweg, am Wochenende wird viel Sonnenschein erwartet.","Up to 29 degrees on the weekend: weather brings early summer with interruptions. A cold front will move across Austria on Friday, and lots of sunshine is expected at the weekend.","Usque ad 29 gradus in volutpat vestibulum: tempestas primam aestatem cum interpellationibus adfert. Frons frigida per Austriam die Veneris movebitur, et multae solis in volutpat vestibulum exspectantur.",2026-06-06 20:37:32+00:00
c94efad7363cd6d8b335d1cc895ebbe6,2026-06-04T04:09:35Z,'Schnee',tirol.orf.at,de,0.9,Bilanz: Wieder deutlicher Schneemangel,"Das Winterhalbjahr 2025/26 war im Alpenraum durch milde Temperaturen, viel Sonnenschein und eine außergewöhnliche Trockenheit geprägt. Der deutschsprachige Raum verzeichnete eine der geringsten Schneehöhen seit 1991. Eine Serie geomagnetischer Stürme führte z…",https://tirol.orf.at/stories/3357080/,https://ibs.orf.at/tir?image=https%3A%2F%2Foekastatic.orf.at%2Fmims%2F2022%2F04%2F24%2Fcrops%2Fw%3D1200%2Ch%3D627%2Cq%3D75%2F1210824_master_431624_20220120_kh_wetter_nassfeld_00_00_47_04.jpg%3Fs%3D20d9a069a048c7cf4dff6abe6986b039b672e154,http://web.archive.org/web/20260605125316/https://tirol.orf.at/stories/3357080/,"Der deutsche Wetterdienst, MeteoSchweiz und Geosphere Austria veröffentlichen zwei Mal pro Jahr eine gemeinsame Auswertung zum aktuellen Klima in der Alpenregion und die Einordnung in die langjährige… [+2219 chars]",,"Bilanz: Wieder deutlicher Schneemangel. Das Winterhalbjahr 2025/26 war im Alpenraum durch milde Temperaturen, viel Sonnenschein und eine außergewöhnliche Trockenheit geprägt. Der deutschsprachige Raum verzeichnete eine der geringsten Schneehöhen seit 1991. Eine Serie geomagnetischer Stürme führte z…","Conclusion: Significant lack of snow again. The winter half of 2025/26 in the Alpine region was characterized by mild temperatures, lots of sunshine and exceptional drought. The German-speaking region recorded one of the lowest snow depths since 1991. A series of geomagnetic storms led to…","Conclusio: Insignes nivis iterum defectus. Hieme dimidium 2025/26 in regione Alpina moderatis temperaturis, sortes solis et siccitatis eximiae insignita est. Regio Germanica memoratur una ex profundis infimis nivis ab anno 1991. Series tempestatum geomagneticorum ducitur ad…",2026-06-13 06:34:45+00:00
a15f8e578aae31897e049645d0cee4da,2026-06-11T00:10:26Z,'Schneefall',www.zeit.de,de,0.9,Null Grad: Schwer verletzt im Schnee – Deutscher überlebt Nacht am Berg,Hier finden Sie Informationen zu dem Thema „Null Grad“. Lesen Sie jetzt „Schwer verletzt im Schnee – Deutscher überlebt Nacht am Berg“.,https://www.zeit.de/news/2026-06/11/schwer-verletzt-im-schnee-deutscher-ueberlebt-nacht-am-berg,https://img.zeit.de/news/2026-06/11/schwer-verletzt-im-schnee-deutscher-ueberlebt-nacht-am-berg-image-group/wide__1300x731,,Ein schwer verletzter Wanderer aus Baden-Württemberg ist in den Tiroler Bergen nach einer Nacht im Schnee dank einer aufwendigen Suchaktion gerettet worden. Der Mann sei gestürzt und erst einen Tag s… [+1745 chars],,Null Grad: Schwer verletzt im Schnee – Deutscher überlebt Nacht am Berg. Hier finden Sie Informationen zu dem Thema „Null Grad“. Lesen Sie jetzt „Schwer verletzt im Schnee – Deutscher überlebt Nacht am Berg“.,Zero degrees: Seriously injured in the snow – German survives night on the mountain. Here you will find information on the topic of “Zero Degrees”. Now read “Seriously injured in the snow – German survives night on the mountain”.,"Nulla gradus: Graviter in nix laesa - German nocte superstes in monte. Hic informationes invenies in argumento ""Nulli Graduum"". Nunc legitur "" Graviter laesa in nive - German nocte superstes est in monte"".",2026-06-13 06:34:45+00:00
3dd4bde7c62d3c0e2704bfe55e458a03,2026-06-11T00:10:26Z,'Schneefall',www.stern.de,de,0.9,Null Grad: Schwer verletzt im Schnee – Deutscher überlebt Nacht am Berg,"Kälte, Schnee und Nebel: Ein Wanderer aus Ettlingen geht alleine in die Berge und kehrt nicht mehr zurück. Nach einer großen Suchaktion wird er gefunden. Die Retter sprechen von einem Wunder.",https://www.stern.de/gesellschaft/regional/baden-wuerttemberg/null-grad--schwer-verletzt-im-schnee---deutscher-ueberlebt-nacht-am-berg-37525504.html,https://image.stern.de/37525506/t/Mu/v1/w1440/r1.7778/-/11--orcd2c2k2kv9axs2048jpeg---c4bea9cc784d6fe8.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Kälte, Schnee und Nebel: Ein Wanderer aus Ettlingen geht alleine in die Berge und kehrt nicht mehr zurück. Nach einer großen Suchaktion wird er g… [+1946 chars]",,"Null Grad: Schwer verletzt im Schnee – Deutscher überlebt Nacht am Berg. Kälte, Schnee und Nebel: Ein Wanderer aus Ettlingen geht alleine in die Berge und kehrt nicht mehr zurück. Nach einer großen Suchaktion wird er gefunden. Die Retter sprechen von einem Wunder.","Zero degrees: Seriously injured in the snow – German survives night on the mountain. Cold, snow and fog: A hiker from Ettlingen goes alone into the mountains and never returns. After a major search he is found. The rescuers speak of a miracle.","Nulla gradus: Graviter in nix laesa - German nocte superstes in monte. Frigus, nix et nebula: hiker ab Ettlingen solus in montes vadit et nunquam redit. Post maiorem inquisitionem inuenitur. Miraculum loquuntur salvatores.",2026-06-13 06:34:45+00:00
68ad8177e87bd6938a316613467f2259,2026-06-11T06:20:28Z,'Schnee',www.sueddeutsche.de,de,0.9,Allgäuer Alpen: Schwer verletzt im Schnee – Deutscher überlebt Nacht am Berg,Ein Wanderer geht alleine in die Berge und kehrt nicht mehr zurück. Nach einer großen Suchaktion wird er bei eisigen Temperaturen gefunden - die Retter sprechen von einem Wunder.,https://www.sueddeutsche.de/bayern/allgaeuer-alpen-tirol-wanderer-verletzt-rettung-li.3497101,https://www.sueddeutsche.de/2025/09/15/cc366325-dc12-4d24-9c6d-56a8300e2e93.jpg?q=60&fm=webp&width=1200&rect=0%2C183%2C3500%2C1969,,Der Mann stammt nach Angaben der Polizei aus Ettlingen in Baden-Württemberg. Er war demnach am Dienstagmorgen in Bach nahe der bayerischen Grenze alleine zu einer Wanderung aufgebrochen. Nachdem er b… [+1401 chars],,Allgäuer Alpen: Schwer verletzt im Schnee – Deutscher überlebt Nacht am Berg. Ein Wanderer geht alleine in die Berge und kehrt nicht mehr zurück. Nach einer großen Suchaktion wird er bei eisigen Temperaturen gefunden - die Retter sprechen von einem Wunder.,"Allgäu Alps: Seriously injured in the snow – German survives night on the mountain. A hiker goes into the mountains alone and never returns. After a major search operation, he is found in freezing temperatures - the rescuers call it a miracle.","Allgäu Alpes: Graviter in nive laesa - German nocte in monte superstes est. Hiker solus in montes vadit, et nunquam revertitur. Post maiorem inquisitionis operationem, in frigore temperaturis invenitur - hoc miraculum vocant salvatores.",2026-06-13 06:34:45+00:00
60c435e718e3aeb753c9bd295e5afab1,2026-06-11T06:44:31Z,'Schnee',www.bild.de,de,0.9,„Es muss Schutzengel geben“ - Nach Absturz! Wanderer überlebt Nacht im Schnee,Verschollener Wanderer überlebt verletzt eine eisige Nacht in den Tiroler Alpen.,https://www.bild.de/news/ausland/nach-absturz-in-alpen-deutscher-ueberlebt-nacht-im-schnee-es-muss-schutzengel-geben-6a2a47351089b0ba0bc0a76c,"https://images.bild.de/6a2a47351089b0ba0bc0a76c/2bf66d3932282e285f3be0c43aeb8a61,aad56420?w=1280",,TTS-Player überspringenArtikel weiterlesenInnsbruck (Österreich) Ein dramatischer Einsatz in den Tiroler Alpen endete mit einem kleinen Wunder. Ein deutscher Wanderer war gestürzt und konnte erst ein… [+1678 chars],,„Es muss Schutzengel geben“ - Nach Absturz! Wanderer überlebt Nacht im Schnee. Verschollener Wanderer überlebt verletzt eine eisige Nacht in den Tiroler Alpen.,“There must be guardian angels” - After the crash! Hiker survives night in snow. Lost hiker survives injured on an icy night in the Tyrolean Alps.,"""Essent angeli custodes"" - Post fragorem! Hiker superstes est nox in nive. Amissa Hiker gelida nox superest in Alpibus Raetis.",2026-06-13 06:34:45+00:00
6cde661bb61a4fcf2e247e1cfbee8a26,2026-06-11T08:29:11Z,'Schneefall',www.faz.net,de,0.9,"Schwer verletzter Wanderer: „Dass er die Nacht überlebt hat, grenzt an ein Wunder“","Ein Mann aus Ettlingen kehrt nicht von einer Wanderung in den Tiroler Bergen zurück. Erst am nächsten Morgen kann ein Rettungsteam ihn im Schnee finden – schwer verletzt, aber am Leben.",https://www.faz.net/aktuell/gesellschaft/menschen/grenzt-an-ein-wunder-schwer-verletzter-wanderer-ueberlebt-nacht-in-den-bergen-accg-200919734.html,https://media0.faz.net/image/w1200h627/537d98ce938c/w5682h2968x0y275o/202606/43601.0.2203379506/ein-hubschauer-ist-am-himmel.webp,,Ein schwer verletzter Wanderer aus Baden-Württemberg ist in den Tiroler Bergen nach einer Nacht im Schnee dank einer aufwendigen Suchaktion gerettet worden. Der Mann sei gestürzt und erst einen Tag s… [+1678 chars],,"Schwer verletzter Wanderer: „Dass er die Nacht überlebt hat, grenzt an ein Wunder“. Ein Mann aus Ettlingen kehrt nicht von einer Wanderung in den Tiroler Bergen zurück. Erst am nächsten Morgen kann ein Rettungsteam ihn im Schnee finden – schwer verletzt, aber am Leben.","Seriously injured hiker: “The fact that he survived the night is nothing short of a miracle.” A man from Ettlingen does not return from a hike in the Tyrolean mountains. It wasn't until the next morning that a rescue team found him in the snow - seriously injured, but alive.","Gravissime laesus hiker: ""Quod supervixit noctis nihil est miraculum."" Vir ab Ettlingen non redit in AMBULA in montibus Raetici. Non postridie mane factum est ut turmae liberandae eum in nive invenerunt - graviter laesum, sed vivum.",2026-06-13 06:34:45+00:00
7d7d302b5e14a328a9272ed3f4ef4a9f,2026-06-11T01:20:12Z,'Schnee',www.n-tv.de,de,0.9,Rettungskräfte nennen es Wunder: Bergsteiger stürzt 150 Meter tief und überlebt Nacht im Schnee,"Ein Alpinist aus Deutschland geht alleine in die Tiroler Berge und kehrt nicht zurück. Nach einer großen Suchaktion bei Eis und Schnee wird er gefunden - lebend. ""Es muss Schutzengel geben"", sagen die Retter.",https://www.n-tv.de/panorama/Bergsteiger-stuerzt-150-Meter-tief-und-ueberlebt-Nacht-im-Schnee-id30952793.html,https://www.n-tv.de/img/30952778/1781147762/Img_16_9/1200/A-mountain-emergency-rescue-helicopter-flies-over-a-snow-covered-mountain-peak-in-Reutte-Tyrol-Austria-on-January-3-2026-The-state-of-the-art-red-and-white-aircraft-is-utilized-for-challenging-search-and-rescue-missions-in-the-alpine-terrain-of-the-greater-Reutte-area.jpg,,"Nach einer eisigen Nacht hatten die Rettungskräfte kaum Hoffnung, den Vermissten lebend zu finden. (Foto: picture alliance / NurPhoto)
Ein Alpinist aus Deutschland geht alleine in die Tiroler Berge … [+2093 chars]",,"Rettungskräfte nennen es Wunder: Bergsteiger stürzt 150 Meter tief und überlebt Nacht im Schnee. Ein Alpinist aus Deutschland geht alleine in die Tiroler Berge und kehrt nicht zurück. Nach einer großen Suchaktion bei Eis und Schnee wird er gefunden - lebend. ""Es muss Schutzengel geben"", sagen die Retter.","Rescue workers call it a miracle: mountaineer falls 150 meters and survives the night in the snow. A mountaineer from Germany goes alone into the Tyrolean mountains and never returns. After a major search operation in the ice and snow, he is found - alive. “There must be guardian angels,” say the rescuers.","Eripe opifices hoc miraculum: montanus 150 metra cadit et nox manet in nivibus. Mons e Germania solus in montes Raetici vadit et nunquam revertitur. Post maiorem inquisitionis operationem in glacie et nive deprehenditur - vivus. ""Angeli custodes debent esse,"" dicunt, salvator.",2026-06-13 10:09:58+00:00
9e7b488f91e5d2c2f4a12c3bc8c0409f,2026-06-02T11:00:00Z,'Glatteis',www.telepolis.de,de,0.9,"""Richtig"" informiert: Das gefährliche Glatteis staatlicher Medienförderung","Internes Papier der Landesmedienanstalten entfacht Diskussion um staatliche Förderung ""zuverlässiger Medien"" neu. Warum das ein Drahtseilakt werden dürfte.",https://www.telepolis.de/article/Richtig-informiert-Das-gefaehrliche-Glatteis-staatlicher-Medienfoerderung-11312681.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/5/0/9/1/9/0/7/generated-image-1_15_-a49ad5ef3d84e974.png,http://web.archive.org/web/20260603001515/https://www.telepolis.de/article/Richtig-informiert-Das-gefaehrliche-Glatteis-staatlicher-Medienfoerderung-11312681.html,"(Bild: KI)
Internes Papier der Landesmedienanstalten entfacht Diskussion um staatliche Förderung ""zuverlässiger Medien"" neu. Warum das ein Drahtseilakt werden dürfte.
Mit den Auflagen sinken bei ei… [+4538 chars]",,"""Richtig"" informiert: Das gefährliche Glatteis staatlicher Medienförderung. Internes Papier der Landesmedienanstalten entfacht Diskussion um staatliche Förderung ""zuverlässiger Medien"" neu. Warum das ein Drahtseilakt werden dürfte.",“Correctly” informed: The dangerous slippery slope of state media funding. Internal paper from the state media authorities reignites discussion about state funding for “reliable media”. Why this is likely to be a tightrope act.,"""Recte"" certiorem fecit: Periculosum lubricum fastigium civitatis instrumentorum sumptu. Charta interna ex instrumentis publicis regnantibus disceptatio de statu sumptu pro ""media certa"". Quare hoc factum esse verisimile est tightrope.",2026-06-18 11:19:36+00:00
